,business_id,inspection_business_name,city,description,InspectTypeCnt_Consult,InspectTypeCnt_Routine,InspectTypeCnt_Return,ViolationCnt_Blue,ViolationCnt_Red,SafetyGroup
3434,PR0081331,SAFECO FIELD,seattle,Seating 0-12 - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
3435,PR0011288,AUNT BECKY'S DELI,seattle,Seating 13-50 - Risk Category III,1.0,10.0,0.0,6.0,4.0,Average
3436,PR0023681,LAKERIDGE ELEMENTARY SCHOOL,mercer island,School Lunch Program - Risk II,0.0,3.0,0.0,0.0,0.0,High
3437,PR0055364,BLUE MOON BURGERS #2,seattle,Seating 13-50 - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
3438,PR0085914,HUDSON NEWS,seatac,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
3439,PR0081964,IIKACASE COFFEE,seattle,Seating 13-50 - Risk Category III,1.0,0.0,0.0,0.0,0.0,NotInspected
3440,PR0086658,HUDSON #1504 SPACE BC-01,seatac,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
3441,PR0053085,SAFECO FIELD,seattle,Seating 0-12 - Risk Category III,0.0,2.0,0.0,1.0,0.0,Average
3442,PR0070759,OCHO,seattle,Seating 0-12 - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
3443,PR0004741,PUGET SOUND SKILLS CENTER,seattle,Non-Profit Institution - Risk Category III,0.0,4.0,0.0,1.0,2.0,Average
3444,PR0010863,THAI ONE ON,seattle,Seating 13-50 - Risk Category III,1.0,4.0,0.0,2.0,2.0,Average
3445,PR0057096,MICROSOFT - SAMMAMISH C CAFE,issaquah,Seating 151-250 - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
3446,PR0076187,LIDETA MARKET,shoreline,Meat/Sea Food - Risk Category III,1.0,2.0,0.0,1.0,0.0,Average
3447,PR0029707,SANTORINI GREEK GRILL,kirkland,Seating 13-50 - Risk Category III,1.0,1.0,0.0,0.0,1.0,Average
3448,PR0082301,BUNNELL FAMILY CELLAR,woodinville,Seating 13-50 - Risk Category II,1.0,1.0,0.0,0.0,0.0,Average
3449,PR0032399,TACO TIME,seattle,Seating 51-150 - Risk Category III,0.0,8.0,0.0,5.0,3.0,Average
3450,PR0049355,ENAT ETHIOPIAN RESTAURANT,seattle,Seating 13-50 - Risk Category III,0.0,4.0,0.0,0.0,3.0,Average
3451,PR0086854,RISE COFFEE LOUNGE,bellevue,Seating 13-50 - Risk Category II,0.0,2.0,0.0,0.0,2.0,Average
3452,PR0082201,BURGER KING,maple valley,Seating 51-150 - Risk Category III,1.0,3.0,0.0,0.0,1.0,Average
3453,PR0063912,BAYMONT INN & SUITES,kirkland,Seating 13-50 - Risk Category III,0.0,1.0,0.0,1.0,0.0,Average
3454,PR0056309,CAFE MUNIR,seattle,Seating 0-12 - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
3455,PR0068743,SUBWAY,federal way,Seating 13-50 - Risk Category III,0.0,3.0,0.0,0.0,0.0,High
3456,PR0084651,CHICK-FIL-A,bellevue,Seating 51-150 - Risk Category III,0.0,2.0,0.0,0.0,0.0,Average
3457,PR0034860,DUVALL COFFEEHOUSE,duvall,Seating 13-50 - Risk Category III,0.0,5.0,0.0,3.0,2.0,Average
3458,PR0069597,BEECHER'S HANDMADE CHEESE,seattle,Seating 0-12 - Risk Category III,1.0,1.0,0.0,1.0,0.0,Average
3459,PR0082249,ROLL OK PLEASE,seattle,Mobile Food Unit - Risk Category III,2.0,1.0,0.0,0.0,0.0,Average
3460,PR0066543,ARAMARK  @ CONVENTION PLACE,seattle,Seating 0-12 - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
3461,PR0086928,HENRY'S TAVERN,bellevue,Seating > 250 - Risk Category III,0.0,2.0,0.0,1.0,1.0,Average
3462,PR0086792,NUTTY SQUIRREL GELATO,seattle,Seating 13-50 - Risk Category II,0.0,1.0,0.0,0.0,0.0,Average
3463,PR0086948,SAFEWAY STORE #3613,snoqualmie,Meat/Sea Food - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
3464,PR0086846,JJ FROYO GO (KC703),bellevue,Mobile Food Unit - Risk Category II,1.0,4.0,0.0,1.0,3.0,Average
3465,PR0081446,GREAT AMERICAN DINER & BAR,seattle,Seating 51-150 - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
3466,PR0086972,MY CHEF LYNN,issaquah,Caterer - Risk Category III,0.0,2.0,0.0,2.0,0.0,Average
3467,PR0087079,TABLE,seattle,Seating 13-50 - Risk Category III,1.0,0.0,0.0,0.0,0.0,NotInspected
3468,PR0072004,SUBWAY,duvall,Seating 13-50 - Risk Category III,0.0,4.0,0.0,1.0,2.0,Average
3469,PR0081075,Uwajimaya,bellevue,Meat/Sea Food - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
3470,PR0004163,MIKOU TERIYAKI,seattle,Seating 13-50 - Risk Category III,1.0,8.0,2.0,1.0,7.0,Low
3471,PR0066449,MICROSOFT SAMMAMISH D @ MICRO MARKET,issaquah,Seating 0-12 - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
3472,PR0081400,FIVE GUYS BURGER AND FRIES,redmond,Seating 51-150 - Risk Category III,0.0,2.0,0.0,0.0,0.0,Average
3473,PR0080861,DIN TAI FUNG,bellevue,Seating 151-250 - Risk Category III,0.0,2.0,0.0,1.0,1.0,Average
3474,PR0086873,SPRINGHILL SUITES MARRIOTT,issaquah,Seating 51-150 - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
3475,PR0085069,HONG KONG DIM SUM,seattle,Seating 51-150 - Risk Category III,1.0,8.0,4.0,4.0,7.0,Low
3476,PR0011320,"TESTY CHEF CAFE, THE",maple valley,Seating 13-50 - Risk Category III,1.0,4.0,0.0,1.0,3.0,Average
3477,PR0081052,CHE XUAN,seattle,Seating 0-12 - Risk Category III,0.0,1.0,0.0,1.0,0.0,Average
3478,PR0086781,PIKE BREWING COMPANY AND TANKARD & TUN,seattle,Seating 51-150 - Risk Category III,0.0,3.0,0.0,1.0,2.0,Average
3479,PR0004676,LITTLE PATS PLACE,seattle,Seating 51-150 - Risk Category III,0.0,3.0,0.0,0.0,0.0,High
3480,PR0084382,MANOLIN,seattle,Seating 13-50 - Risk Category III,1.0,3.0,0.0,0.0,2.0,Average
3481,PR0081662,ALTURA,seattle,Seating 13-50 - Risk Category III,1.0,2.0,0.0,0.0,1.0,Average
3482,PR0081576,SAFFRON STREET VENDING,seattle,Mobile Food Unit - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
3483,PR0081796,ZEITOON GRILL HOUSE,kirkland,Seating 51-150 - Risk Category III,1.0,4.0,0.0,3.0,1.0,Average
3484,PR0044929,TOSHI'S TERIYAKI,burien,Seating 13-50 - Risk Category III,1.0,3.0,1.0,0.0,3.0,Average
3485,PR0002556,SPRING THYME BAKESHOP,seattle,Seating 13-50 - Risk Category III,1.0,5.0,0.0,3.0,2.0,Average
3486,PR0086276,LE'S DELI & BAKERY INC,seattle,Seating 13-50 - Risk Category III,2.0,5.0,0.0,1.0,4.0,Average
3487,PR0084583,H - MART,bellevue,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
3488,PR0017289,SUSHI TODAY,renton,Seating 13-50 - Risk Category III,1.0,15.0,3.0,5.0,12.0,VeryLow
3489,PR0034636,WOODLAND PARK ZOO,seattle,Seating 13-50 - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
3490,PR0029031,STARBUCKS COFFEE #111,seattle,Seating 0-12 - Risk Category II,1.0,1.0,0.0,0.0,0.0,Average
3491,PR0084984,PIE LAB BAKERY,kent,Seating 13-50 - Risk Category III,0.0,2.0,0.0,0.0,0.0,Average
3492,PR0086392,BAR CHARLIE,seattle,Seating 13-50 - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
3493,PR0019717,ARAMARK  @ CONVENTION PLACE,seattle,Seating 0-12 - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
3494,PR0046141,SUKHO THAI CUISINE,bellevue,Seating 51-150 - Risk Category III,0.0,5.0,0.0,3.0,2.0,Average
3495,PR0020087,ROM MAI THAI RESTAURANT,seattle,Seating 51-150 - Risk Category III,1.0,6.0,0.0,1.0,5.0,Low
3496,PR0022590,RISTORANTE PARADISO,kirkland,Seating 51-150 - Risk Category III,1.0,2.0,0.0,0.0,2.0,Average
3497,PR0049484,NORDSTROM,seattle,Seating 13-50 - Risk Category II,0.0,2.0,0.0,2.0,0.0,Average
3498,PR0083388,BOILING POINT RESTAURANT INC,seattle,Seating 51-150 - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
3499,PR0084671,ASIAN FOOD CENTER SEATTLE,seattle,Grocery Store-no seating - Risk Category I,0.0,3.0,0.0,1.0,2.0,Average
3500,PR0052146,CENTRAL CO-OP,seattle,Grocery Store-no seating - Risk Category II,1.0,1.0,0.0,0.0,0.0,Average
3501,PR0085064,PORTAGE BAY CAFE,seattle,Seating 51-150 - Risk Category III,2.0,3.0,0.0,1.0,2.0,Average
3502,PR0032355,JET FUEL ESPRESSO,tukwila,Limited Food Services - no permanent plumbing,0.0,3.0,0.0,1.0,2.0,Average
3503,PR0079634,FRANKIES B-TOWN BISTRO LLC,burien,Seating 51-150 - Risk Category III,1.0,3.0,0.0,1.0,1.0,Average
3504,PR0030390,SAM'S NOODLE HOUSE,carnation,Seating 13-50 - Risk Category III,0.0,5.0,1.0,0.0,4.0,Average
3505,PR0081483,JIMMY JOHN'S GOURMET SANDWICHES,seattle,Seating 13-50 - Risk Category II,0.0,1.0,0.0,0.0,0.0,Average
3506,PR0067986,FISH ISLAND,federal way,Seating 51-150 - Risk Category III,0.0,3.0,0.0,2.0,0.0,High
3507,PR0085933,LULA SALADS (KC557),seattle,Mobile Food Unit - Risk Category III,0.0,3.0,0.0,1.0,1.0,Average
3508,PR0084841,TAQUERIA LA QUEBRADA,seattle,Mobile Food Unit - Risk Category III,2.0,2.0,0.0,0.0,0.0,Average
3509,PR0010923,ALKI CAFE,seattle,Seating 51-150 - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
3510,PR0049838,RELIANCE MINI MART,seattle,Grocery Store-no seating - Risk Category II,1.0,1.0,0.0,0.0,1.0,Average
3511,PR0008282,BARKING DOG ALE HOUSE,seattle,Seating 13-50 - Risk Category III,0.0,1.0,0.0,0.0,1.0,Average
3512,PR0027340,CHILE-PEPPER,seattle,Seating 13-50 - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
3513,PR0071413,SAVORY HOT POT,seattle,Seating 13-50 - Risk Category III,1.0,3.0,1.0,0.0,3.0,Average
3514,PR0086826,COCO 2.0 IZAKAYA,bellevue,Seating 151-250 - Risk Category III,0.0,1.0,0.0,0.0,1.0,Average
3515,PR0043302,CASA DURANGO,normandy park,Seating 13-50 - Risk Category III,1.0,3.0,0.0,2.0,0.0,High
3516,PR0071376,BARTELL DRUGS #62,shoreline,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
3517,PR0010915,7-ELEVEN STORE #2361-25650D,maple valley,Seating 0-12 - Risk Category III,1.0,3.0,0.0,0.0,0.0,High
3518,PR0083523,CUPCAKE ROYALE/VERITE COFFEE,seattle,Seating 13-50 - Risk Category II,0.0,1.0,0.0,0.0,0.0,Average
3519,PR0033782,COSTCO WHOLESALE #106,shoreline,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
3520,PR0082239,TAQUERIA LOS TETILLAS,seattle,Mobile Food Unit - Risk Category III,0.0,2.0,0.0,2.0,0.0,Average
3521,PR0086390,SWEET BREEZE ICE CREAM,burien,Seating 0-12 - Risk Category II,1.0,1.0,0.0,0.0,0.0,Average
3522,PR0086374,ACADIA,seattle,Seating 0-12 - Risk Category III,0.0,1.0,0.0,0.0,1.0,Average
3523,PR0006905,JAY'S CAFE,kenmore,Seating 51-150 - Risk Category III,1.0,9.0,2.0,4.0,6.0,Low
3524,PR0014675,UNITED PACIFIC #5492,kent,Seating 0-12 - Risk Category III,2.0,1.0,0.0,1.0,0.0,Average
3525,PR0084663,ASIAN FOOD CENTER SEATTLE,seattle,Seating 0-12 - Risk Category III,1.0,2.0,0.0,2.0,0.0,Average
3526,PR0071258,GOLDBERGS' FAMOUS DELI,bellevue,Seating 151-250 - Risk Category III,1.0,3.0,0.0,1.0,2.0,Average
3527,PR0080517,Metropolitan Market Store #159,kirkland,Seating 0-12 - Risk Category II,1.0,2.0,0.0,1.0,1.0,Average
3528,PR0085020,MCMENAMINS,bothell,Seating 151-250 - Risk Category III,0.0,5.0,1.0,2.0,3.0,Average
3529,PR0079461,PINKABELLA CUPCAKES,bellevue,Seating 0-12 - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
3530,PR0069218,CACTUS ALKI,seattle,Seating 51-150 - Risk Category III,0.0,4.0,0.0,2.0,0.0,High
3531,PR0082190,CHOPSTIX,seattle,Mobile Food Unit - Risk Category III,0.0,4.0,0.0,1.0,3.0,Average
3532,PR0051635,SPICE ROUTE LLC,bellevue,Seating 51-150 - Risk Category III,0.0,4.0,0.0,3.0,1.0,Average
3533,PR0004597,HUCKLEBERRY SQUARE,seattle,Seating 51-150 - Risk Category III,2.0,3.0,0.0,1.0,0.0,High
3534,PR0085954,CANTEEN VENDING @ HONEYWELL,redmond,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
3535,PR0043367,CAFFE APPASSIONATO,seattle,Seating 13-50 - Risk Category III,1.0,2.0,0.0,2.0,0.0,Average
3536,PR0004723,TAQUERIA EL RINCONSITO,burien,Seating 51-150 - Risk Category III,1.0,4.0,0.0,1.0,3.0,Average
3537,PR0006875,SAMMAMISH POINT SHELL - DELI,redmond,Seating 0-12 - Risk Category III,0.0,4.0,0.0,2.0,2.0,Average
3538,PR0044042,RITE AID #5200,redmond,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
3539,PR0082481,THAPRACHAN THAI CUISINE,seattle,Seating 13-50 - Risk Category III,1.0,2.0,0.0,1.0,1.0,Average
3540,PR0066625,SAFECO FIELD,seattle,Seating 0-12 - Risk Category III,0.0,2.0,0.0,0.0,0.0,Average
3541,PR0086910,URBAN SUSHI KITCHEN,seattle,Seating 13-50 - Risk Category III,1.0,0.0,0.0,0.0,0.0,NotInspected
3542,PR0085475,PELOTON CAFE,seattle,Seating 13-50 - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
3543,PR0077523,CELIENE PATISSE RIE,seattle,Seating 13-50 - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
3544,PR0086881,INDIA VILLAGE,kent,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
3545,PR0086859,RACHEL'S GINGER BEER,seattle,Seating 13-50 - Risk Category II,0.0,2.0,0.0,1.0,0.0,Average
3546,PR0081658,REGENT BAKERY & CAFE,seattle,Seating 51-150 - Risk Category III,1.0,3.0,0.0,2.0,1.0,Average
3547,PR0066615,SALAMA AMINE,tukwila,Seating 51-150 - Risk Category III,1.0,10.0,2.0,4.0,7.0,Low
3548,PR0069929,HARVEST BEAT,seattle,Seating 13-50 - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
3549,PR0072068,FRED MEYER INC #013,shoreline,Seating 0-12 - Risk Category I,0.0,2.0,0.0,2.0,0.0,Average
3550,PR0068784,SEATTLE SCHOOL SUPPORT CENTER,seattle,Seating 13-50 - Risk Category III,0.0,6.0,0.0,1.0,5.0,Low
3551,PR0026907,ALBERTSONS #3112,renton,Meat/Sea Food - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
3552,PR0083193,MOBILE MAYAN,seattle,Mobile Food Unit - Risk Category III,1.0,0.0,0.0,0.0,0.0,NotInspected
3553,PR0008916,VACA LOCA THE LATIN TASTE,seattle,Seating 13-50 - Risk Category III,1.0,6.0,0.0,1.0,5.0,Low
3554,PR0046877,CIELO,auburn,Seating 13-50 - Risk Category III,1.0,0.0,0.0,0.0,0.0,NotInspected
3555,PR0086378,MALT & VINE,redmond,Seating 13-50 - Risk Category I,0.0,1.0,0.0,1.0,0.0,Average
3556,PR0072203,THAI VP CUISINE,bellevue,Seating 13-50 - Risk Category III,2.0,2.0,0.0,0.0,0.0,Average
3557,PR0011596,VILLA ACADEMY,seattle,Non-Profit Institution - Risk Category III,0.0,2.0,0.0,0.0,1.0,Average
3558,PR0052039,PABLA INDIAN CUISINE,renton,Seating 13-50 - Risk Category III,0.0,13.0,4.0,5.0,9.0,Low
3559,PR0076843,ROUND TABLE PIZZA,federal way,Seating 51-150 - Risk Category III,1.0,1.0,1.0,0.0,0.0,Average
3560,PR0017414,ALBERTSONS #3112,renton,Bakery-no seating - Risk Category II,1.0,1.0,0.0,0.0,0.0,Average
3561,PR0051417,SANDY'S ESPRESSO,carnation,Seating 13-50 - Risk Category III,1.0,2.0,0.0,0.0,2.0,Average
3562,PR0013105,QFC #858,seattle,Meat/Sea Food - Risk Category III,1.0,2.0,0.0,0.0,1.0,Average
3563,PR0084438,EVERGREENS - SALADS,seattle,Seating 0-12 - Risk Category III,0.0,1.0,0.0,1.0,0.0,Average
3564,PR0067207,TOP POT DOUGHNUTS,seattle,Seating 13-50 - Risk Category I,0.0,3.0,0.0,1.0,2.0,Average
3565,PR0021576,ZITI PASTA ITALIANO,bellevue,Seating 0-12 - Risk Category III,1.0,2.0,0.0,0.0,0.0,Average
3566,PR0017733,ALBERTSONS #3112,renton,Meat/Sea Food - Risk Category III,1.0,1.0,0.0,1.0,0.0,Average
3567,PR0083363,PLUM BURGERS,seattle,Mobile Food Unit - Risk Category III,0.0,4.0,0.0,1.0,3.0,Average
3568,PR0082747,A BAO TIME LLC,seattle,Mobile Food Unit - Risk Category III,0.0,7.0,0.0,5.0,2.0,Average
3569,PR0005616,TOMMY'S CAFE,renton,Seating 51-150 - Risk Category III,1.0,3.0,0.0,2.0,1.0,Average
3570,PR0028871,"SHELL GAS STATION,  #103",seattle,Grocery Store-no seating - Risk Category I,0.0,2.0,0.0,0.0,2.0,Average
3571,PR0072019,PIMIENTA BISTRO AND BAR,federal way,Seating 13-50 - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
3572,PR0010806,MUSASHI'S SUSHI & GRILL,seattle,Seating 13-50 - Risk Category III,1.0,6.0,0.0,1.0,5.0,Low
3573,PR0067500,"A1 MART, INC",seattle,Seating 13-50 - Risk Category III,1.0,1.0,0.0,0.0,1.0,Average
3574,PR0014461,ALBERTSONS #3112,renton,Grocery Store-no seating - Risk Category II,1.0,1.0,0.0,1.0,0.0,Average
3575,PR0069142,"LOCAL COLOR, LLC",seattle,Seating 13-50 - Risk Category II,0.0,1.0,0.0,1.0,0.0,Average
3576,PR0005807,MEMO'S MEXICAN FOOD,auburn,Seating 51-150 - Risk Category III,0.0,13.0,0.0,9.0,4.0,Average
3577,PR0005619,MAZATLAN RESTAURANT,enumclaw,Seating 51-150 - Risk Category III,1.0,1.0,0.0,1.0,0.0,Average
3578,PR0077799,CHITTENDEN HOUSE B & B,seattle,Bed and Breakfast - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
3579,PR0076551,BURGER KING #15965,burien,Seating 51-150 - Risk Category III,1.0,2.0,0.0,0.0,0.0,Average
3580,PR0086872,SPROUT,seattle,Seating 13-50 - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
3581,PR0047019,WALGREENS #03662,bellevue,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
3582,PR0006525,MCDONALD'S #6720,redmond,Seating 51-150 - Risk Category III,1.0,5.0,0.0,2.0,3.0,Average
3583,PR0055073,FUMIE'S GOLD,bellevue,Seating 0-12 - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
3584,PR0028909,NANNY'S CATERING TRUCK,seattle,Mobile Food Unit - Risk Category III,0.0,2.0,0.0,0.0,2.0,Average
3585,PR0012782,HT OAK TREE MARKET,seattle,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,1.0,0.0,Average
3586,PR0043983,TOSCANA PIZZERIA,seattle,Seating 13-50 - Risk Category III,0.0,2.0,0.0,0.0,2.0,Average
3587,PR0001303,NAKED CITY BREWERY & TAPHOUSE,seattle,Seating 51-150 - Risk Category III,0.0,4.0,0.0,0.0,4.0,Average
3588,PR0001299,KATE'S PUB,seattle,Seating 13-50 - Risk Category III,0.0,4.0,0.0,0.0,3.0,Average
3589,PR0077014,QDOBA MEXICAN EATS  #2479,seattle,Seating 51-150 - Risk Category III,1.0,3.0,0.0,2.0,1.0,Average
3590,PR0081956,SAFECO FIELD,seattle,Mobile Food Unit - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
3591,PR0080322,D'AMBROSIO GELATO,seattle,Seating 0-12 - Risk Category II,1.0,1.0,0.0,0.0,0.0,Average
3592,PR0022836,STARBUCKS COFFEE,seattle,Seating 0-12 - Risk Category II,0.0,1.0,0.0,0.0,0.0,Average
3593,PR0004469,DOMINIC'S,seattle,Seating 0-12 - Risk Category III,2.0,4.0,0.0,2.0,2.0,Average
3594,PR0079744,QFC #858,seattle,Seating 0-12 - Risk Category III,1.0,2.0,0.0,0.0,1.0,Average
3595,PR0006618,PANCAKE CORRAL,bellevue,Seating 51-150 - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
3596,PR0082309,WISEGUY HERO!,sammamish,Mobile Food Unit - Risk Category III,0.0,3.0,0.0,0.0,3.0,Average
3597,PR0079763,QFC #858,seattle,Bakery-no seating - Risk Category II,1.0,1.0,0.0,0.0,0.0,Average
3598,PR0031424,TACO BELL #31323,kent,Seating 51-150 - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
3599,PR0014064,GREENLAKE BAR & GRILL,seattle,Seating 51-150 - Risk Category III,2.0,4.0,1.0,2.0,2.0,Average
3600,PR0065105,WAJI'S @CONCOURSE CC-8,sea tac,Seating 0-12 - Risk Category III,1.0,4.0,0.0,1.0,2.0,Average
3601,PR0029069,ALBERTSONS #483,auburn,Seating 0-12 - Risk Category III,0.0,5.0,0.0,3.0,2.0,Average
3602,PR0082616,VINASON,seattle,Seating 0-12 - Risk Category III,1.0,9.0,1.0,4.0,5.0,Low
3603,PR0001116,BARANOF RESTAURANT,seattle,Seating 51-150 - Risk Category III,0.0,3.0,2.0,0.0,5.0,Low
3604,PR0001125,TACO DEL MAR,seattle,Seating 13-50 - Risk Category III,1.0,2.0,0.0,0.0,1.0,Average
3605,PR0014511,PAPAYA,bellevue,Seating 0-12 - Risk Category III,1.0,3.0,0.0,1.0,1.0,Average
3606,PR0004981,TYEE HIGH SCHOOL,seattle,School Lunch Program - Risk II,0.0,2.0,0.0,0.0,0.0,Average
3607,PR0019994,SILVER TRAY,seattle,Seating 13-50 - Risk Category III,1.0,4.0,0.0,2.0,2.0,Average
3608,PR0005323,CHARLIES CAFE,enumclaw,Seating 51-150 - Risk Category III,1.0,2.0,0.0,0.0,0.0,Average
3609,PR0018257,PHO 88 CAFE,renton,Seating 13-50 - Risk Category III,1.0,7.0,1.0,3.0,4.0,Average
3610,PR0079495,TAVERN LAW,seattle,Seating 51-150 - Risk Category III,1.0,0.0,0.0,0.0,0.0,NotInspected
3611,PR0024034,QFC #826,bellevue,Seating 0-12 - Risk Category III,2.0,2.0,0.0,0.0,0.0,Average
3612,PR0064436,K. C. DEPT.  OF YOUTH SERVICES,seattle,Non-Profit Institution - Risk Category III,0.0,1.0,0.0,1.0,0.0,Average
3613,PR0043216,ROCKY MTN CHOCOLATE FACTORY,north bend,Seating 0-12 - Risk Category II,0.0,1.0,0.0,0.0,0.0,Average
3614,PR0007241,SUPER SAVER FOODS,seattle,Meat/Sea Food - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
3615,PR0042695,CENTURY BALLROOM,seattle,Seating 51-150 - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
3616,PR0023378,THANH THAO RESTAURANT,seattle,Seating 13-50 - Risk Category III,0.0,3.0,0.0,2.0,1.0,Average
3617,PR0086840,PINEAPPLE ESPRESSO UNIVERSITY INN (KC522),seattle,Mobile Food Unit - Risk Category I,0.0,2.0,0.0,0.0,0.0,Average
3618,PR0086560,IKEA,renton,Seating > 250 - Risk Category III,1.0,1.0,0.0,0.0,1.0,Average
3619,PR0079802,AFC SUSHI @ QFC #858,seattle,Seating 0-12 - Risk Category III,1.0,2.0,0.0,0.0,0.0,Average
3620,PR0080485,MR. SUSHI INC,seattle,Seating 51-150 - Risk Category III,2.0,2.0,0.0,1.0,1.0,Average
3621,PR0080274,MAJORIE RESTAURANT,seattle,Seating 13-50 - Risk Category III,0.0,1.0,0.0,0.0,1.0,Average
3622,PR0077184,IN SHORT ORDER DAILY GRILL,seattle,Seating 0-12 - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
3623,PR0086947,SAFEWAY STORE #3613,snoqualmie,Bakery-no seating - Risk Category II,1.0,1.0,0.0,0.0,0.0,Average
3624,PR0083911,BUTCHER & THE BAKER,seattle,Seating 0-12 - Risk Category III,1.0,4.0,0.0,1.0,3.0,Average
3625,PR0084682,BLUE MOON BURGERS,seattle,Seating 13-50 - Risk Category III,0.0,2.0,0.0,1.0,0.0,Average
3626,PR0084653,HYATT HOUSE SEATTLE/DOWNTOWN,seattle,Seating 51-150 - Risk Category III,2.0,2.0,0.0,0.0,2.0,Average
3627,PR0077532,MIDWAY ELEM SCHOOL,des moines,School Lunch Program - Risk II,0.0,3.0,0.0,1.0,0.0,High
3628,PR0086884,REDHOOK BREWLAB,seattle,Seating > 250 - Risk Category III,0.0,1.0,0.0,1.0,0.0,Average
3629,PR0005313,CAVEMAN KITCHEN,kent,Seating 0-12 - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
3630,PR0007278,QFC #838,kirkland,Meat/Sea Food - Risk Category III,0.0,3.0,0.0,1.0,1.0,Average
3631,PR0012011,SHERATON HOTEL,seattle,Caterer - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
3632,PR0077832,QDOBA MEXICAN EATS  #2588,seattle,Seating 51-150 - Risk Category III,0.0,1.0,0.0,0.0,1.0,Average
3633,PR0076425,SZECHUAN FISH,seattle,Seating 51-150 - Risk Category III,0.0,4.0,0.0,3.0,1.0,Average
3634,PR0020402,"SHELL GAS STATION, #105",seattle,Seating 0-12 - Risk Category III,1.0,4.0,0.0,1.0,2.0,Average
3635,PR0083376,"WITNESS BAR, LLC",seattle,Seating 13-50 - Risk Category III,1.0,4.0,0.0,1.0,2.0,Average
3636,PR0086795,MA'ONO,seattle,Caterer - Risk Category III,1.0,3.0,0.0,0.0,3.0,Average
3637,PR0086834,CAFE RED,seattle,Seating 13-50 - Risk Category II,0.0,1.0,0.0,0.0,0.0,Average
3638,PR0079723,QFC #858,seattle,Seating 0-12 - Risk Category II,1.0,1.0,0.0,0.0,0.0,Average
3639,PR0026884,QFC #858,seattle,Meat/Sea Food - Risk Category III,1.0,2.0,0.0,0.0,0.0,Average
3640,PR0084412,NOTHING BUNDT CAKES,issaquah,Bakery-no seating - Risk Category II,1.0,2.0,0.0,1.0,1.0,Average
3641,PR0086958,SUSHIC WEST @ SAFEWAY #3613,snoqualmie,Seating 0-12 - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
3642,PR0080365,THANH THANH CAFE,seattle,Seating 51-150 - Risk Category II,1.0,3.0,0.0,2.0,1.0,Average
3643,PR0086880,THE HALAL GUYS,seattle,Seating 0-12 - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
3644,PR0071325,CONFECTIONAL,seattle,Seating 0-12 - Risk Category III,0.0,2.0,0.0,1.0,0.0,Average
